property_type,property_bedrooms,property_rooms,property_surface_total,property_surface_covered,latitud,longitud,tipo_precio
Departamento,1.0,2.0,50.0,42.0,-34.571882,-58.498043,medio
Departamento,1.0,2.0,54.0,44.0,-34.5844941,-58.4002745,alto
Departamento,2.0,3.0,76.0,68.0,-34.6033074,-58.4174695,alto
PH,4.0,5.0,145.0,95.0,-34.608946,-58.4350424,bajo
Departamento,1.0,2.0,41.0,26.0,-34.5981324,-58.397404,medio
Departamento,2.0,3.0,106.0,69.0,-34.6298343,-58.4637672,medio
Departamento,1.0,1.0,85.0,74.0,-34.558517,-58.4465195,alto
Departamento,1.0,2.0,29.0,29.0,-34.5998864,-58.398919,medio
Departamento,1.0,2.0,51.0,43.0,-34.5933406,-58.4283041,alto
Departamento,4.0,5.0,179.0,159.0,-34.6198129,-58.4612231,bajo
Departamento,1.0,2.0,46.0,42.0,-34.5789861597,-58.4280689613,medio
Departamento,1.0,2.0,58.0,50.0,-34.561479,-58.4883548,medio
Departamento,3.0,4.0,138.0,111.0,-34.579478,-58.4124964,alto
Departamento,1.0,2.0,58.42923697991145,58.42923697991145,-34.5928349,-58.4158115,medio
Departamento,1.0,2.0,52.0,47.0,-34.5513527,-58.4914007,medio
PH,2.0,3.0,121.0,58.0,-34.616353,-58.504692,bajo
Departamento,4.0,5.0,138.0,127.0,-34.5979121,-58.4872104,medio
Departamento,2.0,3.0,70.0,63.0,-34.629892,-58.4714252,bajo
Departamento,3.0,4.0,108.0,104.0,-34.6013792,-58.4314069,bajo
Departamento,1.0,1.0,29.0,29.0,-34.5634035,-58.4543273,medio
Casa,3.0,4.0,115.0,95.0,-34.6297702,-58.4233139,alto
Departamento,2.0,3.0,80.0,72.0,-34.6288287,-58.480836,medio
Departamento,3.0,4.0,101.12284065612866,77.0,-34.6176313,-58.3725369,bajo
Departamento,2.0,3.0,53.0,47.0,-34.6048378,-58.4649003,bajo
Departamento,1.0,1.0,40.0,36.0,-34.5541308,-58.4367161,alto
Departamento,2.0,3.0,70.0,62.0,-34.541616,-58.4733768,medio
Departamento,1.0,1.0,44.0,40.0,-34.586286,-58.439741,medio
Departamento,2.0,3.0,67.0,60.0,-34.5416915,-58.4735519,medio
Departamento,1.0,1.0,52.68002713200418,52.68002713200418,-34.581372,-58.408388,medio
Departamento,1.0,1.0,97.0,35.0,-34.5737073286,-58.4891477545,bajo
PH,2.0,3.0,110.0,70.0,-34.6241059,-58.4955053,alto
Departamento,2.0,3.0,92.0,84.0,-34.5668311,-58.4415845,medio
Departamento,3.0,4.0,125.0,92.48224915597758,-34.5876089,-58.4093015,alto
Departamento,3.0,4.0,80.0,75.0,-34.6042369,-58.4188071,bajo
Departamento,3.0,3.0,123.0,63.0,-34.6437118,-58.3745089,medio
Departamento,1.0,2.0,41.0,41.0,-34.611774,-58.390169,bajo
Departamento,1.0,2.0,54.89126168889159,54.89126168889159,-34.6018225,-58.4937991,bajo
Departamento,1.0,2.0,39.0,39.0,-34.5772310721,-58.4395456307,alto
Departamento,1.0,2.0,52.0,47.0,-34.5819099,-58.4493808,alto
Departamento,3.0,4.0,82.0,82.0,-34.592645,-58.45082,alto
Departamento,1.0,1.0,51.0,45.0,-34.5636844,-58.4689892,medio
Departamento,1.0,2.0,40.0,38.0,-34.6064581,-58.408605,medio
Departamento,1.0,2.0,58.0,58.0,-34.5648187751,-58.4515663441,alto
Departamento,1.0,1.0,24.0,24.0,-34.6237222,-58.3859438,bajo
Casa,3.0,4.0,165.0,94.0,-34.550143,-58.494752,alto
Departamento,2.0,3.0,45.0,45.0,-34.6136818,-58.3744778,medio
Departamento,1.0,1.0,30.0,27.0,-34.6013214727,-58.3983698296,medio
Departamento,1.0,2.0,42.0,39.0,-34.5667546,-58.4923722,medio
PH,2.0,3.0,62.0,57.0,-34.5654890166,-58.4918653965,medio
Departamento,2.0,3.0,45.0,45.0,-34.601987,-58.3722108,bajo
Departamento,1.0,2.0,72.0,72.0,-34.6110452,-58.4446643,medio
Departamento,3.0,4.0,137.0,119.0,-34.61981,-58.462184,medio
Departamento,2.0,3.0,80.0,72.0,-34.5629219,-58.465127,medio
PH,3.0,4.0,146.0,146.0,-34.5964957,-58.4857323,alto
Departamento,1.0,2.0,36.0,35.0,-34.5781743,-58.4658542,medio
Departamento,1.0,2.0,29.0,29.0,-34.6001518,-58.3783441,medio
Departamento,1.0,1.0,64.90035102081774,35.0,-34.6214629,-58.3799307,bajo
Departamento,3.0,4.0,83.0,80.0,-34.5999558962,-58.4010457993,bajo
Departamento,1.0,1.0,31.0,31.0,-34.5929414,-58.4260817,medio
Departamento,2.0,3.0,68.0,60.0,-34.6307022,-58.4549098,bajo
Departamento,2.0,3.0,51.0,51.0,-34.6276786386,-58.4653446126,bajo
Departamento,1.0,1.0,34.0,34.0,-34.597477,-58.376113,medio
Departamento,1.0,2.0,54.89126168889159,54.89126168889159,-34.563537428,-58.460277227,medio
Departamento,2.0,3.0,105.0,92.0,-34.5745497301,-58.4513761561,alto
Departamento,1.0,1.0,32.0,32.0,-34.5667063,-58.4324723,alto
Departamento,1.0,2.0,57.0,54.0,-34.5501216,-58.4705845,alto
Departamento,3.0,4.0,175.0,170.0,-34.5654771,-58.4604423,alto
Departamento,1.0,1.0,22.0,22.0,-34.6122966,-58.4338566,medio
Departamento,3.0,4.0,76.0,69.0,-34.5963364,-58.4423384,medio
Departamento,2.0,3.0,39.0,39.0,-34.6051623238,-58.4092299259,bajo
Departamento,2.0,3.0,63.0,55.0,-34.5682346,-58.456798,alto
Departamento,1.0,2.0,55.0,48.0,-34.612815,-58.4164419,medio
Departamento,1.0,2.0,46.0,46.0,-34.585736,-58.4764122,alto
Departamento,1.0,1.0,30.0,26.0,-34.583688,-58.469951,bajo
Departamento,1.0,2.0,34.0,34.0,-34.6119832556,-58.4043073654,medio
Departamento,3.0,4.0,160.0,143.0,-34.583397,-58.410624,alto
Departamento,3.0,4.0,138.20777052085174,120.0,-34.5960517,-58.4277245,medio
Departamento,3.0,3.0,97.0,88.0,-34.571514,-58.44222,medio
Departamento,1.0,2.0,41.0,38.0,-34.56586,-58.438694,medio
Departamento,1.0,1.0,34.0,31.0,-34.6288746,-58.3650276,bajo
PH,3.0,4.0,90.0,82.0,-34.6438877,-58.5172492,medio
Departamento,2.0,3.0,71.0,71.0,-34.568938,-58.4557352,medio
Departamento,1.0,1.0,27.0,27.0,-34.5984326,-58.4280205,medio
Departamento,2.0,3.0,76.0,73.0,-34.6124324,-58.4439199,alto
PH,2.0,3.0,119.0,89.82876768771268,-34.6099404,-58.4977732,medio
Departamento,1.0,1.0,21.0,21.0,-34.6194164,-58.4405972,medio
Departamento,1.0,2.0,42.0,38.0,-34.5851985,-58.4457989,medio
Departamento,3.0,4.0,172.0,153.0,-34.5586929,-58.4559865,alto
Departamento,1.0,2.0,48.0,44.0,-34.611715,-58.419566,bajo
Departamento,1.0,2.0,44.0,39.0,-34.6743962,-58.4766084,medio
Departamento,1.0,2.0,49.0,43.0,-34.562414,-58.466105,alto
Departamento,1.0,2.0,80.0,71.0,-34.583688,-58.469951,bajo
Departamento,1.0,2.0,54.0,51.0,-34.6196861,-58.44512,alto
Departamento,2.0,3.0,59.31373080266641,59.31373080266641,-34.5888027,-58.4202419,medio
Departamento,1.0,1.0,25.0,25.0,-34.574026,-58.500678,medio
PH,3.0,4.0,97.0,61.0,-34.60899,-58.5172563,medio
PH,2.0,3.0,65.0,62.0,-34.6239944003,-58.4805876804,alto
Departamento,2.0,3.0,65.0,61.0,-34.6227155,-58.4626498,medio
Departamento,1.0,1.0,25.0,25.0,-34.5874743,-58.3953788,medio
Casa,3.0,4.0,198.0,135.0,-34.6083,-58.3712,medio
Departamento,2.0,3.0,52.0,50.0,-34.5981595417,-58.4040886282,alto
PH,4.0,6.0,168.0,121.0,-34.641091,-58.436602,bajo
Departamento,1.0,2.0,59.0,57.0,-34.5845073255,-58.5116039026,bajo
Departamento,1.0,2.0,63.0,59.0,-34.5543901,-58.4602553,medio
Departamento,1.0,2.0,44.0,39.0,-34.5399463,-58.4687041,medio
Departamento,2.0,3.0,52.0,50.0,-34.5981595417,-58.4040886282,medio
Departamento,1.0,2.0,71.0,40.0,-34.5797648,-58.4358085,medio
Departamento,1.0,2.0,31.0,31.0,-34.63003,-58.37047,medio
Departamento,1.0,2.0,65.0,65.0,-34.6219307,-58.3684681,medio
Departamento,3.0,4.0,145.0,140.0,-34.578523,-58.4249553,alto
Departamento,1.0,1.0,27.0,24.0,-34.6242809,-58.3926023,bajo
Departamento,1.0,2.0,44.0,41.0,-34.6341738,-58.4621219,medio
PH,2.0,3.0,88.0,60.0,-34.5572282,-58.4911018,alto
PH,2.0,3.0,111.0,80.0,-34.5810524,-58.4592013,alto
Departamento,1.0,2.0,98.0,45.0,-34.6248406,-58.4317986,bajo
Departamento,2.0,3.0,61.0,57.0,-34.6080904,-58.421651,medio
Departamento,1.0,2.0,51.0,46.0,-34.5894432,-58.4194807,alto
Departamento,1.0,1.0,31.0,29.0,-34.5998966,-58.4329905,alto
Departamento,1.0,2.0,75.0,34.0,-34.5792679,-58.4402055,medio
Departamento,1.0,2.0,49.0,44.0,-34.54457,-58.4620939,alto
Departamento,1.0,2.0,53.0,45.0,-34.5666566,-58.4952343,bajo
Casa,2.0,4.0,120.09652570319628,99.0,-34.5546703,-58.4816383,alto
PH,4.0,6.0,250.0,200.0,-34.622486,-58.447113,medio
Departamento,2.0,3.0,90.0,77.0,-34.5745990579,-58.4981229901,alto
Departamento,1.0,2.0,61.45059010316909,31.0,-34.57911,-58.40845,medio
Departamento,3.0,4.0,85.0,81.0,-34.5815211,-58.4155853,medio
Departamento,1.0,1.0,62.31303033258125,32.0,-34.6112534,-58.4020462,bajo
Departamento,1.0,2.0,44.0,38.0,-34.6224303,-58.3996467,bajo
Departamento,3.0,4.0,111.0,111.0,-34.6226045,-58.4551053,alto
Departamento,1.0,1.0,55.0,53.0,-34.6106687,-58.3618469,alto
Departamento,2.0,3.0,77.0,74.0,-34.6224787,-58.4380765,bajo
Departamento,1.0,1.0,40.0,40.0,-34.6041082,-58.3767637,bajo
Departamento,2.0,3.0,53.0,47.0,-34.6600786,-58.5031222,bajo
Departamento,2.0,3.0,79.0,68.0,-34.6042455,-58.4130477,bajo
Departamento,1.0,1.0,40.0,36.0,-34.5698012,-58.4308681,medio
Departamento,1.0,2.0,41.0,37.0,-34.6126056,-58.4806247,medio
Departamento,1.0,2.0,61.0,42.0,-34.631293,-58.372763,bajo
Departamento,2.0,3.0,70.0,64.0,-34.6046099383,-58.4304778911,bajo
Departamento,1.0,1.0,55.0,52.0,-34.5950282,-58.3973789,alto
Departamento,2.0,3.0,71.0,61.0,-34.6039544,-58.469154,bajo
Departamento,1.0,1.0,30.0,30.0,-34.6115181,-58.3738937,medio
Departamento,1.0,1.0,28.0,24.0,-34.6321034,-58.4569145,bajo
Departamento,1.0,1.0,56.2759487266961,25.0,-34.6352442,-58.480438,bajo
Departamento,1.0,2.0,42.0,38.0,-34.5916933,-58.4424718,bajo
Departamento,1.0,2.0,41.0,38.0,-34.6205744212,-58.4288871288,bajo
Departamento,2.0,3.0,75.0,69.0,-34.5929782,-58.4349944,alto
Departamento,1.0,2.0,42.0,40.0,-34.6080819,-58.39616,bajo
Departamento,1.0,2.0,60.0,50.0,-34.6279534944,-58.4321717471,medio
Departamento,1.0,2.0,42.0,40.0,-34.6186985,-58.4993589,bajo
Departamento,3.0,4.0,146.0,112.0,-34.5595153,-58.4455045,alto
Departamento,2.0,3.0,50.0,50.0,-34.5545188,-58.4915986,medio
Departamento,1.0,1.0,32.0,29.0,-34.5905613,-58.4750224,bajo
PH,2.0,4.0,164.0,144.0,-34.6117477,-58.4640329,bajo
Departamento,1.0,1.0,24.0,24.0,-34.6295354808,-58.3751034737,medio
Departamento,3.0,3.0,70.0,67.0,-34.6188403,-58.4420574,bajo
Casa,3.0,4.0,184.0,140.0,-34.5780824,-58.4466931,medio
Casa,3.0,4.0,217.0,138.0,-34.605671,-58.5176532,alto
Departamento,1.0,2.0,41.0,40.0,-34.5491468,-58.4687687,alto
PH,4.0,5.0,111.0,65.0,-34.5775656,-58.4504375,medio
PH,2.0,3.0,140.0,140.0,-34.6120597,-58.4423979,medio
Departamento,3.0,4.0,142.0,124.0,-34.5681743,-58.4337982,medio
Departamento,1.0,1.0,34.0,32.0,-34.5796965,-58.4918966,medio
Departamento,1.0,1.0,24.0,24.0,-34.6036651,-58.377891,medio
Departamento,1.0,1.0,64.90035102081774,35.0,-34.588687,-58.4139143,bajo
Departamento,1.0,2.0,155.45657510909504,140.0,-34.6169448,-58.3914364,bajo
Departamento,1.0,1.0,24.0,24.0,-34.554464,-58.456039,alto
Departamento,1.0,1.0,37.0,32.0,-34.5795461413,-58.492157662,medio
Departamento,3.0,4.0,127.0,117.0,-34.587065614,-58.410012424,alto
Departamento,1.0,1.0,32.0,27.0,-34.5777777,-58.4388767,medio
PH,4.0,6.0,184.0,184.0,-34.6230647,-58.4379386,alto
Departamento,1.0,2.0,46.0,43.0,-34.6329960448,-58.3773136139,bajo
Departamento,2.0,3.0,104.0,100.0,-34.5896316,-58.3835871,alto
PH,1.0,2.0,57.0,57.0,-34.63229,-58.4878192,medio
Departamento,2.0,3.0,54.0,54.0,-34.6021625,-58.4050334,bajo
Casa,2.0,3.0,122.0,110.0,-34.5834557,-58.4656531,alto
Departamento,1.0,1.0,40.0,40.0,-34.6085398,-58.4940203,medio
Departamento,1.0,2.0,46.0,46.0,-34.5499838895,-58.4537891925,alto
Departamento,1.0,1.0,38.0,34.0,-34.5957219,-58.384164,medio
PH,2.0,3.0,104.0,64.0,-34.591889,-58.4912942,medio
PH,2.0,3.0,70.0,70.0,-34.5525422452,-58.4958508786,alto
Departamento,2.0,3.0,66.0,62.0,-34.5755476004,-58.4069028429,alto
PH,3.0,4.0,138.20777052085174,120.0,-34.6103126,-58.4647598,medio
Departamento,1.0,2.0,63.17547056199341,33.0,-34.6104899,-58.4481495,bajo
Departamento,1.0,2.0,35.0,35.0,-34.5965242,-58.3917138,alto
Departamento,3.0,4.0,105.0,99.0,-34.6425826,-58.3728643,bajo
Departamento,1.0,2.0,38.0,38.0,-34.597517,-58.389843,alto
Departamento,2.0,3.0,53.0,53.0,-34.5746025,-58.4897958,medio
Departamento,3.0,4.0,120.0,115.0,-34.5914058,-58.4122183,medio
Departamento,2.0,3.0,66.0,60.0,-34.574717,-58.43756,alto
Departamento,3.0,4.0,64.0,64.0,-34.6281182,-58.496055,bajo
Departamento,1.0,1.0,48.0,39.0,-34.5634846,-58.4652521,medio
Departamento,2.0,3.0,84.0,75.0,-34.6276039,-58.4545275,medio
Departamento,1.0,1.0,23.0,23.0,-34.5914593,-58.4047096,medio
Departamento,2.0,2.0,82.0,76.0,-34.5904884,-58.4115069,medio
Departamento,1.0,2.0,53.0,44.0,-34.5907518,-58.4112958,alto
Departamento,1.0,1.0,42.0,42.0,-34.58127912,-58.4388821137,alto
Departamento,3.0,4.0,99.0,89.0,-34.624851,-58.434546,alto
Departamento,1.0,1.0,37.0,33.0,-34.5848688,-58.4430508,medio
Departamento,1.0,2.0,60.0,55.0,-34.6162588,-58.3677194,alto
Departamento,2.0,3.0,61.0,53.0,-34.5671021,-58.4835856,medio
Departamento,1.0,2.0,54.0,48.0,-34.5815742,-58.4484207,alto
Departamento,1.0,2.0,43.0,41.0,-34.5985098,-58.4118568,medio
Departamento,3.0,4.0,104.0,91.0,-34.61058,-58.48167,bajo
Departamento,2.0,3.0,67.0,55.0,-34.5873458,-58.4524655,medio
PH,2.0,4.0,86.46135675612186,60.0,-34.6657889,-58.4695858,medio
Departamento,1.0,2.0,105.0,73.0,-34.581682,-58.4226071,medio
Departamento,3.0,4.0,83.0,79.0,-34.5932604,-58.4245141,medio
Departamento,1.0,1.0,24.0,24.0,-34.5660778709,-58.4336408601,alto
PH,3.0,4.0,68.0,61.0,-34.6130881,-58.4244292,medio
Departamento,3.0,4.0,134.0,129.0,-34.5953819,-58.3829199,alto
Casa,1.0,3.0,126.0,99.0,-34.5866009,-58.4929419,medio
Departamento,1.0,2.0,46.0,42.0,-34.5562983,-58.4399227,alto
Departamento,2.0,3.0,90.0,79.0,-34.5976497,-58.4926817,medio
Casa,2.0,3.0,211.0,145.0,-34.6447181,-58.4156577,bajo
Departamento,2.0,3.0,39.0,38.0,-34.5920819,-58.41047,medio
Casa,4.0,7.0,170.0,150.0,-34.6388694,-58.5006867,medio
Departamento,3.0,4.0,78.0,72.0,-34.5738992,-58.5080804,bajo
Departamento,1.0,2.0,49.0,44.0,-34.5987595,-58.4812573,bajo
Departamento,1.0,2.0,57.0,53.0,-34.6162336,-58.4777817,bajo
PH,4.0,5.0,244.0,184.0,-34.6192522,-58.5096126,medio
PH,4.0,5.0,195.0,175.0,-34.612086,-58.4673893,medio
Departamento,4.0,5.0,119.0,107.0,-34.555418,-58.460816,alto
Departamento,3.0,4.0,110.0,100.0,-34.6042455,-58.4130477,alto
Departamento,1.0,1.0,36.0,33.0,-34.6155064365,-58.4243839122,medio
PH,2.0,3.0,56.0,56.0,-34.6080898731,-58.4281661638,alto
Departamento,2.0,3.0,76.0,72.0,-34.6231242,-58.4414883,alto
Departamento,2.0,3.0,78.0,67.0,-34.5852344,-58.4140826,medio
Departamento,2.0,4.0,79.0,72.0,-34.5926226,-58.3981186,alto
Departamento,2.0,3.0,72.0,61.0,-34.6060924,-58.4442231,alto
Departamento,2.0,3.0,78.0,70.0,-34.6229894,-58.4414854,medio
Departamento,3.0,6.0,133.0,133.0,-34.609351,-58.3726,bajo
Departamento,2.0,3.0,90.0,80.0,-34.5775823079,-58.4393193138,alto
Departamento,2.0,3.0,96.0,90.0,-34.5740637,-58.4460504,alto
Departamento,1.0,2.0,48.0,34.0,-34.6100952,-58.4174457,medio
Departamento,1.0,2.0,37.0,37.0,-34.6251845,-58.4150694,medio
Departamento,2.0,3.0,70.0,70.0,-34.5572899,-58.4616917,bajo
Departamento,3.0,4.0,144.2448521267369,127.0,-34.5979121,-58.4872104,medio
Departamento,1.0,1.0,24.0,24.0,-34.6205162,-58.3953772,medio
Departamento,1.0,1.0,48.0,45.0,-34.6328465,-58.5170601,medio
Departamento,1.0,2.0,46.0,42.0,-34.5401388,-58.4740171,alto
Departamento,3.0,4.0,171.0,171.0,-34.591517,-58.3957711,medio
Departamento,1.0,2.0,60.0,34.0,-34.5885825,-58.4671984,bajo
Departamento,3.0,4.0,94.0,86.0,-34.6193622,-58.3975592,medio
Departamento,2.0,3.0,57.0,55.0,-34.620499,-58.443763,medio
Departamento,1.0,2.0,67.48767170905424,38.0,-34.5985459,-58.4034185,bajo
PH,2.0,3.0,48.0,48.0,-34.6325554,-58.3911511,medio
PH,2.0,4.0,174.0,112.0,-34.6047539,-58.499114,medio
Departamento,1.0,2.0,47.0,47.0,-34.5770731,-58.4361316,medio
Departamento,3.0,4.0,90.0,75.0,-34.6166273,-58.3867246,bajo
Departamento,2.0,3.0,83.0,77.0,-34.5934098,-58.3917109,alto
Departamento,3.0,4.0,220.0,197.0,-34.580017,-58.4094261,alto
Departamento,3.0,4.0,120.0,100.0,-34.5670227,-58.4582273,medio
Departamento,3.0,4.0,110.0,85.84854548531536,-34.5814074,-58.4091684,alto
Departamento,1.0,2.0,45.0,43.0,-34.5976786,-58.4430195,alto
PH,2.0,3.0,98.0,98.0,-34.5993859,-58.440412,medio
Departamento,1.0,2.0,38.0,38.0,-34.6185195,-58.4021334,bajo
Departamento,2.0,3.0,116.0,116.0,-34.58599,-58.3946722,alto
Departamento,1.0,2.0,48.0,42.0,-34.634107,-58.375814,alto
Departamento,1.0,2.0,67.48767170905424,38.0,-34.5999361,-58.4200432,bajo
Departamento,2.0,3.0,70.0,61.0,-34.6167459,-58.4191794,medio
Departamento,1.0,2.0,33.0,33.0,-34.597634,-58.4889677,medio
Departamento,2.0,4.0,164.0,164.0,-34.5853675,-58.4179154,medio
PH,2.0,3.0,125.0,75.0,-34.6284139,-58.5082459,medio
Departamento,1.0,1.0,36.0,31.0,-34.5819099,-58.4493808,medio
Departamento,2.0,3.0,68.0,63.0,-34.6220719442,-58.4123555572,alto
Departamento,2.0,3.0,59.0,55.0,-34.6120627,-58.3946571,bajo
Departamento,3.0,5.0,211.0,192.0,-34.5950944,-58.3932453,alto
Departamento,3.0,4.0,114.0,110.0,-34.6062041,-58.3998396,bajo
PH,3.0,4.0,196.0,148.0,-34.620765,-58.4359234,medio
PH,4.0,6.0,153.0,153.0,-34.624238,-58.4477891,medio
Departamento,2.0,3.0,58.0,54.0,-34.6316295,-58.4553508,medio
Departamento,1.0,2.0,34.0,34.0,-34.606791041,-58.3871412277,bajo
Departamento,1.0,1.0,40.0,36.0,-34.5957285,-58.4056639,medio
Departamento,1.0,2.0,42.0,37.0,-34.57229166,-58.4410214424,medio
Departamento,1.0,2.0,102.0,63.0,-34.5434082,-58.461716,alto
Departamento,2.0,3.0,25.0,25.0,-34.555,-58.4600141,medio
Departamento,3.0,4.0,79.0,77.0,-34.542477,-58.4712981,medio
Departamento,2.0,3.0,75.0,69.0,-34.6040005331,-58.4211087227,bajo
Departamento,1.0,1.0,37.0,35.0,-34.5965642,-58.411295,alto
Departamento,2.0,3.0,74.0,66.0,-34.5977239,-58.4424773,medio
Departamento,1.0,1.0,27.0,24.0,-34.6120185757,-58.3847165108,bajo
Departamento,1.0,2.0,45.0,45.0,-34.5686647,-58.4569562,alto
Departamento,1.0,2.0,55.0,36.0,-34.5632269,-58.4611794,medio
Departamento,1.0,2.0,65.76279125022991,36.0,-34.6166228,-58.4167428,bajo
Departamento,1.0,2.0,65.0,59.0,-34.571166,-58.4306967,alto
Departamento,1.0,2.0,44.0,44.0,-34.6065719048,-58.3914128074,bajo
Departamento,1.0,2.0,53.0,47.0,-34.639779,-58.5006596,medio
Departamento,2.0,3.0,100.0,96.0,-34.5674397,-58.4322919,medio
Departamento,1.0,2.0,50.0,50.0,-34.6114917,-58.4083509,bajo
Departamento,4.0,5.0,170.0,170.0,-34.6112053,-58.4382871,bajo
Departamento,2.0,3.0,38.0,38.0,-34.5641557,-58.4648576,medio
Casa,2.0,3.0,124.0,124.0,-34.616322,-58.513446,medio
Departamento,1.0,1.0,33.0,33.0,-34.5829039,-58.4735375,medio
PH,1.0,2.0,54.0,54.0,-34.626399,-58.5218864,medio
Departamento,1.0,2.0,45.0,41.0,-34.5826105,-58.4697235,alto
Departamento,2.0,3.0,61.0,54.0,-34.6198680896,-58.4040337801,medio
Departamento,1.0,1.0,40.0,37.0,-34.5946935,-58.4210627,medio
Departamento,3.0,4.0,88.0,77.0,-34.5883420796,-58.4197126804,alto
PH,1.0,2.0,44.0,37.0,-34.5921938,-58.3956965,alto
Departamento,1.0,2.0,48.0,47.0,-34.5506856,-58.4760351,medio
Departamento,1.0,2.0,51.0,46.0,-34.5833036,-58.4876338,medio
Departamento,2.0,3.0,70.0,60.0,-34.5833059,-58.4025456,medio
Departamento,1.0,2.0,33.0,33.0,-34.5949545,-58.4315016,medio
Departamento,3.0,4.0,120.0,120.0,-34.5377693,-58.4658577,medio
Departamento,2.0,3.0,89.04867744435836,63.0,-34.6290049,-58.441839,medio
Departamento,1.0,2.0,65.0,65.0,-34.5794035,-58.4548012,medio
Departamento,2.0,2.0,71.0,57.0,-34.5966,-58.41186,medio
Departamento,2.0,3.0,90.77355790318268,65.0,-34.5812879,-58.4089808,alto
Departamento,3.0,4.0,104.0,100.0,-34.5754734,-58.4639329,medio
Departamento,2.0,3.0,63.0,59.0,-34.6282536,-58.3984927,medio
Departamento,4.0,5.0,189.9541842855816,180.0,-34.5678207,-58.4479696,medio
Departamento,2.0,3.0,76.0,75.0,-34.6067384,-58.3894258,bajo
Departamento,2.0,3.0,73.0,73.0,-34.5651161,-58.4639728,medio
Departamento,4.0,6.0,185.0,139.0,-34.5573752,-58.4565331,medio
Departamento,1.0,2.0,61.96721227093131,61.96721227093131,-34.5713196,-58.4416589,medio
Departamento,2.0,3.0,84.0,72.0,-34.5998509,-58.3918746,medio
Departamento,1.0,2.0,68.0,45.0,-34.5661452,-58.4656982,medio
Departamento,2.0,3.0,59.0,55.0,-34.593683,-58.507109,alto
Departamento,2.0,3.0,169.0,90.0,-34.6188725,-58.4221915,bajo
Departamento,2.0,3.0,58.0,58.0,-34.6364881,-58.4532854,bajo
Departamento,1.0,2.0,41.0,38.0,-34.6125335,-58.4405208,bajo
Departamento,1.0,2.0,31.0,31.0,-34.6113731,-58.3726,medio
Departamento,2.0,3.0,79.0,76.0,-34.5921089,-58.4074334,medio
PH,2.0,3.0,70.0,70.0,-34.6170186,-58.4566894,medio
Departamento,2.0,3.0,83.0,83.0,-34.6328795,-58.4238758,medio
PH,1.0,4.0,167.0,100.0,-34.646635,-58.428592,bajo
PH,3.0,5.0,82.0,82.0,-34.6297501,-58.499332,medio
Departamento,3.0,4.0,75.0,75.0,-34.678426,-58.494547,bajo
Departamento,3.0,3.0,85.0,77.0,-34.60677,-58.4216606,bajo
PH,4.0,5.0,160.0,141.0,-34.6449011,-58.4665684,medio
Departamento,1.0,1.0,64.90035102081774,35.0,-34.5735353,-58.4405849,bajo
Departamento,2.0,3.0,106.29748203260164,83.0,-34.6004436,-58.402494,bajo
Departamento,1.0,1.0,48.0,45.0,-34.5936314,-58.4359692,medio
Departamento,2.0,3.0,66.0,62.0,-34.6250948,-58.4407347,alto
Departamento,2.0,3.0,74.0,66.0,-34.5698508,-58.4785041,medio
PH,3.0,4.0,150.0,90.0,-34.6377666,-58.4203677,medio
Departamento,1.0,1.0,42.0,35.0,-34.5735951,-58.4425913,medio
Departamento,1.0,1.0,33.0,33.0,-34.6183924,-58.3744392,alto
Departamento,3.0,4.0,167.0,162.0,-34.5596135586,-58.4512084723,alto
PH,2.0,3.0,86.0,70.0,-34.597019,-58.4541047,medio
PH,1.0,2.0,46.0,38.0,-34.6497524284,-58.5059745159,medio
PH,2.0,3.0,106.0,86.0,-34.6360297637,-58.4872986048,medio
Departamento,1.0,2.0,32.0,32.0,-34.5768279,-58.4953107,medio
Departamento,1.0,2.0,73.52475331493939,45.0,-34.6108121,-58.3804482,medio
Departamento,3.0,4.0,128.0,127.0,-34.6086974964,-58.4007043078,medio
Departamento,1.0,1.0,60.58814987375692,30.0,-34.59606641,-58.37476891,bajo
Departamento,1.0,1.0,34.0,32.0,-34.5686024247,-58.4534606263,medio
Departamento,1.0,2.0,36.0,36.0,-34.5967649,-58.4522542,bajo
Departamento,1.0,1.0,51.795533309249215,51.795533309249215,-34.5899252,-58.3940241,medio
Casa,4.0,6.0,247.0,177.0,-34.6670507,-58.4716418,bajo
Departamento,1.0,1.0,37.0,34.0,-34.5760901,-58.4353693,alto
Departamento,3.0,4.0,82.0,74.0,-34.5985282,-58.4132561,medio
Departamento,1.0,1.0,37.0,37.0,-34.6034619,-58.4195275,medio
Departamento,3.0,4.0,88.0,70.0,-34.5921773,-58.3925272,medio
Departamento,2.0,3.0,77.0,66.0,-34.6038382,-58.4064063,medio
Departamento,3.0,4.0,123.0,98.0,-34.5977579,-58.5125692,medio
Casa,3.0,5.0,172.0,113.26785399071926,-34.6072337,-58.482215,medio
Departamento,1.0,2.0,45.0,42.0,-34.5962857,-58.4150713,medio
Departamento,2.0,3.0,86.0,74.0,-34.6296419,-58.4415407,bajo
Departamento,1.0,1.0,35.0,30.0,-34.5994784,-58.4157706,alto
Departamento,4.0,4.0,118.0,118.0,-34.6353246,-58.3753246,alto
Departamento,1.0,2.0,43.0,36.0,-34.5825356,-58.4082631,alto
Departamento,1.0,2.0,45.0,40.0,-34.6165784,-58.4466909,medio
Departamento,2.0,3.0,113.0,99.0,-34.6026087,-58.4241996,medio
